gene_id	median_tl_by_palseq	tag_count
chr3-36	49	412
chr3-284	46	77
chr3-23	34	486
chr3-927	57	17
chr3-367	37	58
chr3-1127	17	13
chr3-521	28	38
chr3-1128	19	13
chr3-1363	12.5	10
chr3-522	101	39
chr3-1265	28	11
chr3-828	23	20
chr3-622	51.5	30
chr3-696	50.5	26
chr3-928	72	17
chr3-623	16	30
chr3-359	39	56
chr3-1010	33	15
chr3-233	29.5	104
chr3-577	12	33
chr3-360	60	59
chr3-1266	38	11
chr3-531	38.5	40
chr3-1129	26	13
chr3-1011	33	15
chr3-422	60.5	50
chr3-858	32	19
chr3-337	48	67
chr3-423	49	52
chr3-532	16	37
chr3-1130	16	13
chr3-118	44	174
chr3-439	36	48
chr3-656	19.5	28
chr3-1267	57	11
chr3-316	31.5	68
chr3-1062	28.5	14
chr3-458	28.5	46
chr3-46	26	351
chr3-473	29	37
chr3-414	21	51
chr3-280	67	79
chr3-672	22	27
chr3-1195	62.5	12
chr3-829	109	20
chr3-334	56.5	64
chr3-37	34	401
chr3-1131	42	13
chr3-657	22	40
chr3-578	43	26
chr3-830	46	20
chr3-1132	30	13
chr3-966	51.5	16
chr3-96	42	217
chr3-797	79	23
chr3-372	25	57
chr3-967	44	16
chr3-859	44.5	24
chr3-1012	84	15
chr3-1365	40.5	10
chr3-1196	82	12
chr3-1366	37	10
chr3-968	37	14
chr3-543	16	36
chr3-446	31	50
chr3-285	39	77
chr3-153	22	144
chr3-1367	7	10
chr3-244	35	94
chr3-732	32.5	24
chr3-798	48	25
chr3-1133	39	13
chr3-468	28	44
chr3-1368	19	10
chr3-338	21	63
chr3-103	85.5	212
chr3-356	32.5	60
chr3-5	38	1186
chr3-424	65.5	50
chr3-469	31	44
chr3-593	20	29
chr3-1064	3.5	14
chr3-223	34	103
chr3-799	32	21
chr3-1369	38.5	10
chr3-770	44	22
chr3-1197	11.5	12
chr3-831	97	20
chr3-860	40	19
chr3-1269	26	11
chr3-386	40	55
chr3-745	27	23
chr3-1065	39	14
chr3-673	32	27
chr3-746	26	23
chr3-1134	45	13
chr3-800	22	21
chr3-1198	24	12
chr3-1135	61	13
chr3-674	16	27
chr3-1199	39	12
chr3-675	50	27
chr3-929	50	17
chr3-302	32	72
chr3-658	56	28
chr3-1136	17	13
chr3-930	22	17
chr3-191	76	117
chr3-895	36.5	18
chr3-1013	42	15
chr3-969	5	18
chr3-308	35.5	70
chr3-52	25	336
chr3-135	39	160
chr3-290	39	76
chr3-406	25.5	52
chr3-1370	14.5	10
chr3-250	22	93
chr3-1371	19	10
chr3-713	16	25
chr3-1372	26	10
chr3-1066	43	14
chr3-1014	28	15
chr3-801	32	21
chr3-1200	47	12
chr3-430	35	49
chr3-624	1	28
chr3-447	36	47
chr3-1201	32	12
chr3-2	29	2492
chr3-579	33	33
chr3-676	27	27
chr3-140	51	153
chr3-368	35	58
chr3-677	18	27
chr3-771	22	22
chr3-1202	26	12
chr3-931	32	17
chr3-580	32	29
chr3-896	34	18
chr3-228	35	132
chr3-1137	25	14
chr3-643	26	29
chr3-1270	34	11
chr3-369	43	58
chr3-1271	67	11
chr3-136	41	157
chr3-802	34	21
chr3-339	47.5	84
chr3-55	36	325
chr3-181	35	124
chr3-257	16.5	92
chr3-178	34	125
chr3-697	26	23
chr3-1203	40	13
chr3-678	39	27
chr3-581	32	33
chr3-199	35	113
chr3-644	38	29
chr3-130	45	162
chr3-1272	39	11
chr3-120	14	177
chr3-490	42	41
chr3-594	31	32
chr3-772	26.5	22
chr3-1068	50.5	14
chr3-659	16	28
chr3-773	27	22
chr3-832	32	20
chr3-126	53	166
chr3-335	31	71
chr3-9	54	905
chr3-714	29	25
chr3-1273	185	11
chr3-555	31	35
chr3-679	38	27
chr3-481	40	42
chr3-117	33	176
chr3-258	33	91
chr3-774	112	22
chr3-6	42	1075
chr3-345	52.5	62
chr3-482	30	42
chr3-124	34	168
chr3-932	18	17
chr3-803	32	21
chr3-350	75	61
chr3-804	68	21
chr3-179	57	125
chr3-1373	60.5	10
chr3-833	47	20
chr3-304	61	71
chr3-625	27.5	30
chr3-93	54	223
chr3-715	44	25
chr3-312	44	72
chr3-19	25	581
chr3-582	52	33
chr3-971	228	16
chr3-218	32	105
chr3-20	58	582
chr3-351	56.5	60
chr3-1015	43	15
chr3-48	27	347
chr3-1374	68.5	10
chr3-660	49.5	28
chr3-834	33	20
chr3-154	35	144
chr3-99	37	216
chr3-972	59.5	16
chr3-65	38	294
chr3-209	47	109
chr3-1016	17	15
chr3-1204	29	12
chr3-716	37	25
chr3-1275	48	11
chr3-1069	76	14
chr3-973	41.5	16
chr3-321	21	67
chr3-1017	59	15
chr3-1375	60.5	10
chr3-142	52	152
chr3-533	15	37
chr3-1276	71	11
chr3-806	27	21
chr3-1376	34	10
chr3-733	19.5	24
chr3-933	30	17
chr3-81	56.5	244
chr3-459	55	46
chr3-431	46	49
chr3-1377	35	10
chr3-595	38	32
chr3-1278	23	11
chr3-1205	61	12
chr3-1279	23	11
chr3-698	34	26
chr3-807	34	21
chr3-699	68.5	26
chr3-1280	35	11
chr3-245	16	94
chr3-1378	21.5	10
chr3-661	20.5	28
chr3-1613	37	10
chr3-143	43	151
chr3-974	38	16
chr3-861	44	19
chr3-934	21.5	14
chr3-313	47	69
chr3-1207	19.5	12
chr3-662	59	28
chr3-205	39	111
chr3-1379	57	10
chr3-72	48	271
chr3-567	62.5	34
chr3-161	26	133
chr3-1208	54	12
chr3-415	30	41
chr3-975	54	11
chr3-491	58	41
chr3-976	53.5	16
chr3-49	31	355
chr3-1139	15	14
chr3-90	45	226
chr3-717	32	25
chr3-596	36.5	32
chr3-862	72	19
chr3-734	65	24
chr3-1826	37	11
chr3-935	28	17
chr3-236	17	96
chr3-977	37	16
chr3-1070	61.5	14
chr3-1380	43	10
chr3-534	60	37
chr3-157	39	138
chr3-1071	48	14
chr3-317	28.5	68
chr3-373	33	57
chr3-1209	43	12
chr3-448	37	47
chr3-808	44	21
chr3-1210	33	12
chr3-1381	48	10
chr3-1382	0	10
chr3-597	19	32
chr3-747	29	39
chr3-194	33	116
chr3-425	30	50
chr3-102	36	214
chr3-1072	39.5	14
chr3-535	16	25
chr3-556	84	35
chr3-863	36	19
chr3-735	42.5	24
chr3-137	60	157
chr3-680	44	27
chr3-474	28	43
chr3-107	48	175
chr3-1073	29	14
chr4-66	19	188
chr4-417	26	26
chr4-705	38	13
chr4-672	69	14
chr4-755	42.5	12
chr4-863	38.5	10
chr4-90	31	161
chr4-643	52	15
chr4-756	40	12
chr4-292	36.5	40
chr4-208	33	62
chr4-148	45	93
chr4-161	43	87
chr4-460	61	23
chr4-673	45.5	14
chr4-552	52	11
chr4-139	30	95
chr4-438	31	24
chr4-98	50	141
chr4-230	34	55
chr4-521	74	19
chr4-184	67.5	72
chr4-308	20	37
chr4-241	37	51
chr4-34	40	356
chr4-400	76.5	28
chr4-577	22	17
chr4-191	59.5	68
chr4-12	40	673
chr4-553	33	18
chr4-165	41.5	86
chr4-1	42	5575
chr4-372	34	30
chr4-401	32	28
chr4-83	57	169
chr4-194	61	67
chr4-603	25.5	16
chr4-96	55.5	142
chr4-133	45	100
chr4-494	55	21
chr4-54	32	227
chr4-167	22	82
chr4-209	30.5	62
chr4-806	34	11
chr4-140	22	95
chr4-45	38	264
chr4-323	75	35
chr4-706	37	13
chr4-644	36	15
chr4-141	43	95
chr4-461	53	23
chr4-40	30	280
chr4-117	35	113
chr4-101	61	138
chr4-7	29	845
chr4-807	58	11
chr4-362	58	31
chr4-554	26.5	18
chr4-865	28	10
chr4-181	30	74
chr4-67	32	191
chr4-335	37	45
chr4-866	24	12
chr4-645	29	15
chr4-218	17	58
chr4-757	24.5	12
chr4-21	28	498
chr4-73	40	180
chr4-91	41	160
chr4-82	54	171
chr4-439	45	24
chr4-47	60	258
chr4-373	46	30
chr4-481	55	26
chr4-522	29	19
chr4-94	30	152
chr4-758	34.5	12
chr4-315	33	36
chr4-555	35	18
chr4-604	53	16
chr4-363	28	33
chr4-350	33	32
chr4-867	52.5	10
chr4-868	51	12
chr4-80	59	173
chr4-707	22	13
chr4-1150	28	10
chr4-383	30	29
chr4-410	20	27
chr4-605	15.5	16
chr4-264	59	47
chr4-351	55.5	32
chr4-809	40	11
chr4-135	51	96
chr4-84	31	172
chr4-384	139	29
chr4-675	35.5	14
chr4-122	123.5	108
chr4-708	153.5	12
chr4-301	58	38
chr4-112	62	118
chr4-556	21	18
chr4-869	28	10
chr4-524	60	19
chr4-28	35	401
chr4-482	34.5	22
chr4-265	20	47
chr4-336	31	34
chr4-210	55	62
chr4-235	27	54
chr4-462	19.5	24
chr4-23	35	451
chr4-295	31	39
chr4-56	31	222
chr4-138	37	97
chr4-871	51.5	10
chr4-402	37	32
chr4-440	20.5	24
chr4-385	16	29
chr4-352	18	32
chr4-186	22	78
chr4-386	27	49
chr4-231	56	55
chr4-302	70.5	38
chr4-441	56.5	24
chr4-646	31	15
chr4-483	43	22
chr4-759	17	12
chr4-811	25	11
chr4-760	32.5	12
chr4-353	24	32
chr4-709	50	13
chr4-812	29	11
chr4-710	23	13
chr4-711	6	13
chr4-557	40.5	18
chr4-761	39	12
chr4-872	35	10
chr4-813	37	12
chr4-814	40.5	12
chr4-324	26	35
chr4-525	32	19
chr4-316	25	36
chr4-6	31	1370
chr4-337	36	34
chr4-280	19	44
chr4-195	34	67
chr4-364	40	31
chr4-296	44	39
chr4-873	16	10
chr4-606	31	21
chr4-108	24	101
chr4-676	31.5	14
chr4-288	30	34
chr4-712	24	13
chr4-607	68.5	16
chr4-237	33	53
chr4-11	36	737
chr4-442	51	24
chr4-282	34	43
chr4-342	22	33
chr4-365	78	31
chr4-677	13	14
chr4-152	61	91
chr4-88	59	163
chr4-762	45	12
chr4-578	170	17
chr4-270	73	46
chr4-608	55	17
chr4-647	25	15
chr4-443	42.5	30
chr4-609	18.5	12
chr4-579	34.5	16
chr4-678	28.5	14
chr4-444	57.5	24
chr4-815	37	11
chr4-463	36	23
chr4-874	40	10
chr4-418	45.5	26
chr4-484	58	22
chr4-429	42	25
chr4-648	61	16
chr4-485	27.5	22
chr4-68	30	207
chr4-81	45	172
chr4-419	39	26
chr4-764	50	12
chr4-486	46.5	22
chr4-713	25	13
chr4-445	43	24
chr4-61	45	206
chr4-610	76	16
chr4-580	53	17
chr4-875	44.5	10
chr4-679	81	14
chr4-714	26	13
chr4-115	24	115
chr4-526	35	19
chr4-649	44	15
chr4-650	68	15
chr4-527	52	19
chr4-817	28	11
chr4-242	74	51
chr4-271	84	44
chr4-818	15	11
chr4-325	45	35
chr4-611	26	16
chr4-74	48.5	180
chr4-1168	0	11
chr4-715	48	13
chr4-354	68.5	32
chr4-106	34	127
chr4-876	34	10
chr4-36	30	388
chr4-387	26	29
chr4-716	18	13
chr4-366	46	31
chr4-717	52	13
chr4-581	41	17
chr4-528	33	19
chr4-245	46	50
chr4-420	19	27
chr4-558	21	18
chr4-113	27.5	118
chr4-718	95	13
chr4-1044	43.5	10
chr4-131	41	101
chr4-719	42	13
chr4-430	37	25
chr4-403	38	28
chr4-303	63	38
chr4-877	30	10
chr4-651	18	16
chr4-487	41.5	22
chr4-149	31	93
chr4-529	54	19
chr4-612	59.5	16
chr4-355	54	32
chr4-356	47	35
chr4-613	37.5	16
chr4-819	44	11
chr4-266	32	47
chr4-878	35	10
chr4-614	25	16
chr4-272	51	46
chr4-178	29.5	76
chr4-820	61	11
chr4-246	16.5	50
chr4-22	50	494
chr4-464	103	23
chr4-326	52	35
chr4-338	78	34
chr4-652	40	15
chr4-247	47.5	50
chr4-680	48.5	14
chr4-508	34	20
chr4-297	18	37
chr4-821	37	11
chr4-357	56	32
chr4-222	48	57
chr4-232	39	55
chr4-495	36	21
chr4-720	30	13
chr4-465	74	43
chr4-559	28.5	18
chr4-879	25	10
chr4-446	34	24
chr4-822	27	11
chr4-343	32	33
chr4-721	42	13
chr4-496	40	21
chr4-823	29	11
chr4-560	31	18
chr4-3	62	2601
chr4-5	29	1503
chr4-257	20	48
chr4-530	22	17
chr4-466	35	23
chr4-309	62	37
chr4-681	66	15
chr4-411	59	27
chr4-766	75	12
chr4-767	33	12
chr4-137	63	92
chr4-60	60	218
chr4-723	27	13
chr4-467	24	23
chr4-448	50	23
chr4-682	38	14
chr4-725	65	13
chr4-768	40.5	12
chr4-431	18	27
chr4-118	47	112
chr4-561	55.5	18
chr4-114	29	116
chr4-238	34	52
chr4-327	26	35
chr4-769	15.5	12
chr4-683	49	14
chr4-136	26	101
chr4-770	60.5	14
chr4-9	39.5	900
chr4-653	42	15
chr4-154	59	89
chr4-449	86.5	24
chr4-824	58	11
chr4-77	37	173
chr4-388	23	29
chr4-31	31.5	452
chr4-582	26	17
chr4-310	27	37
chr4-53	55	233
chr4-57	36	221
chr4-771	98.5	12
chr4-236	50	55
chr4-158	39	87
chr4-468	43	23
chr4-311	44	37
chr4-562	35.5	18
chr4-283	46	43
chr4-344	37	33
chr4-615	39	16
chr4-469	44	23
chr4-488	58.5	22
chr4-470	32	23
chr4-726	39	13
chr4-339	41	34
chr4-654	45	15
chr4-727	20	13
chr4-880	39	10
chr4-825	64	11
chr4-772	20.5	12
chr4-129	20	103
chr4-214	36	61
chr4-317	40.5	36
chr4-684	54	14
chr4-826	25	11
chr4-159	27	87
chr4-827	47	11
chr4-489	21.5	22
chr4-583	56	17
chr4-531	38	21
chr4-367	56	37
chr4-211	32	67
chr4-584	41	17
chr4-828	29	11
chr4-829	16	11
chr4-318	63.5	36
chr4-882	32.5	10
chr4-374	71	30
chr4-563	17	18
chr4-404	76.5	28
chr4-110	37	119
chr4-328	44	35
chr4-59	28	214
chr4-490	50	22
chr4-497	47.5	22
chr4-532	39	19
chr4-389	48	29
chr4-119	36	109
chr4-16	47	563
chr4-616	46	23
chr4-617	20	16
chr4-960	26	10
chr4-883	32	17
chr4-728	30	17
chr4-276	54	45
chr4-55	19	225
chr4-125	34	107
chr4-618	48	16
chr4-774	83	12
chr4-884	15.5	10
chr4-685	42	14
chr4-471	26	23
chr4-885	25.5	10
chr4-289	62	41
chr4-533	46	19
chr4-830	34	12
chr4-89	36	162
chr4-223	42	57
chr4-564	37	18
chr4-655	44	15
chr4-375	55.5	30
chr4-729	27	13
chr4-775	41	12
chr4-730	58	13
chr4-38	13	295
chr4-329	32	35
chr4-46	48	260
chr4-776	140	12
chr4-258	34	48
chr4-619	29	18
chr4-620	29.5	16
chr4-450	29.5	24
chr4-62	22	206
chr4-259	60	48
chr4-731	51	13
chr4-777	32	13
chr4-78	29	169
chr4-778	25.5	12
chr4-166	51	83
chr4-345	16	33
chr4-886	100.5	10
chr4-390	56	29
chr4-155	30	89
chr4-887	55	10
chr4-405	30.5	28
chr4-888	15	10
chr4-732	43	13
chr4-534	46	17
chr4-196	35	67
chr4-160	67	87
chr4-585	33	17
chr4-779	18	12
chr4-340	161	34
chr4-889	32.5	10
chr4-127	65	104
chr4-412	56	27
chr4-260	39	48
chr4-656	34	15
chr4-128	35	104
chr4-891	38.5	10
chr4-890	21	10
chr4-29	51	390
chr4-284	29	43
chr4-509	54	20
chr4-535	15	19
chr4-239	44	48
chr4-8	35	841
chr4-20	43	519
chr4-330	49	35
chr4-893	75	11
chr4-621	61	11
chr4-498	41	21
chr4-780	41	12
chr4-248	49	50
chr4-188	29	75
chr4-432	29	25
chr4-894	35	10
chr4-895	40.5	10
chr4-586	30	17
chr4-832	40	11
chr4-733	42	13
chr4-19	49	526
chr4-622	34	17
chr4-433	50	25
chr4-781	37	12
chr4-451	26.5	24
chr4-833	25	11
chr4-368	38	31
chr4-623	39.5	16
chr4-120	32.5	112
chr4-212	23	62
chr4-224	29	57
chr4-176	33	77
chr4-452	65.5	24
chr4-782	52	12
chr4-657	37	15
chr4-587	41	17
chr4-499	58	21
chr4-79	81	173
chr4-277	70	45
chr4-565	89	18
chr4-205	28	64
chr4-624	54.5	16
chr4-240	52	52
chr4-150	24.5	92
chr4-33	36	362
chr4-896	33.5	10
chr4-51	32	237
chr4-734	38	13
chr4-834	30	11
chr4-735	21.5	14
chr4-537	43	19
chr4-304	46.5	38
chr4-215	51	61
chr4-658	36	15
chr4-346	32	35
chr4-835	30	11
chr4-783	59.5	12
chr4-686	33	14
chr4-736	33	13
chr4-319	37	36
chr4-95	53	150
chr4-192	56.5	68
chr4-42	73	277
chr4-200	70	68
chr4-69	80	188
chr4-305	41	39
chr4-30	36	388
chr4-320	35.5	36
chr4-898	59.5	10
chr4-172	20	79
chr4-421	16	26
chr4-625	31	16
chr4-413	30	27
chr4-836	22	11
chr4-35	44	442
chr4-626	38	16
chr4-105	38.5	132
chr4-225	50.5	56
chr4-737	202	13
chr4-538	46	19
chr4-306	31	38
chr4-837	93	11
chr4-472	39	23
chr4-170	29	81
chr4-197	68	67
chr4-784	14	12
chr4-899	27.5	10
chr4-838	64	11
chr4-900	43	11
chr4-659	30	15
chr4-177	38	79
chr4-376	20	30
chr4-687	39.5	14
chr4-216	36	60
chr4-201	21	66
chr4-142	26	95
chr4-738	41	13
chr4-312	25	37
chr4-627	21	16
chr4-85	45	165
chr4-688	19.5	14
chr4-660	68	15
chr4-839	21	11
chr4-198	36	67
chr4-226	41	53
chr4-566	38	18
chr4-978	211.5	10
chr4-628	69.5	16
chr4-243	16	51
chr4-123	70	109
chr4-661	27	15
chr4-143	60	95
chr4-267	34	40
chr4-785	40	12
chr4-473	45	23
chr4-1213	29	10
chr4-406	46	28
chr4-162	32	85
chr4-173	30.5	78
chr4-901	27	11
chr4-500	21.5	24
chr4-391	27	35
chr4-689	24.5	14
chr4-261	24.5	48
chr4-902	50.5	10
chr4-377	62.5	30
chr4-121	22	111
chr4-588	55	17
chr4-786	36	12
chr4-840	63	11
chr4-739	42	13
chr4-134	71.5	100
chr4-358	27.5	32
chr4-841	30	11
chr4-567	39.5	18
chr4-27	34	403
chr4-39	107.5	290
chr4-842	59	11
chr4-690	34	15
chr4-434	38	25
chr4-414	55	27
chr4-510	47.5	20
chr4-903	63.5	10
chr4-501	42	29
chr4-453	29	24
chr4-502	31	21
chr4-268	25	47
chr4-202	34	66
chr4-662	20	15
chr4-511	40.5	28
chr4-904	38	10
chr4-503	0	22
chr4-298	27	44
chr4-629	86.5	16
chr4-435	51.5	26
chr4-50	24	243
chr4-249	32.5	50
chr4-347	18	33
chr4-568	153	18
chr4-454	21	24
chr4-589	34	17
chr4-415	62	27
chr4-631	76.5	16
chr4-843	41	11
chr4-985	26	10
chr4-321	21	36
chr4-844	37	11
chr4-512	28	20
chr4-513	36.5	20
chr4-539	63	19
chr4-18	40	543
chr4-392	38	29
chr4-72	29	182
chr4-49	33	248
chr4-100	31	140
chr4-632	45	17
chr4-48	22	263
chr4-514	70	20
chr4-1222	41	10
chr4-190	23	69
chr4-299	24	39
chr4-633	95	16
chr4-740	41	13
chr4-92	27	116
chr4-213	56	62
chr4-691	26	15
chr4-393	42	29
chr4-156	29	89
chr4-193	17	68
chr4-590	39	17
chr4-262	38	49
chr4-741	19	13
chr4-540	33	19
chr4-541	32	19
chr4-219	45.5	58
chr4-254	42	49
chr4-293	66	40
chr4-845	31	11
chr4-906	27	10
chr4-504	54	21
chr4-394	58	29
chr4-407	32.5	28
chr4-313	20	37
chr4-542	27	19
chr4-846	35	11
chr4-422	39.5	26
chr4-591	22	17
chr4-634	37	16
chr4-787	41.5	12
chr4-908	44	10
chr4-909	63.5	10
chr4-788	28	12
chr4-543	38	19
chr4-455	36.5	24
chr4-456	42.5	26
chr4-474	51	23
chr4-742	25	13
chr4-203	36	89
chr4-515	28.5	20
chr4-569	34	18
chr4-273	58	46
chr4-395	33	29
chr4-163	47	85
chr4-635	36.5	16
chr4-663	18	15
chr4-664	55.5	16
chr4-789	53	12
chr4-743	51	13
chr4-790	44	12
chr4-24	38	459
chr4-52	34	236
chr4-132	36	105
chr4-744	72	13
chr4-570	51.5	18
chr4-847	33	11
chr4-359	29	32
chr4-290	56	41
chr4-65	37	193
chr4-791	25	12
chr4-107	30	126
chr4-475	37	23
chr4-281	9.5	44
chr4-64	48.5	194
chr4-151	33	93
chr4-848	30.5	18
chr4-41	42	283
chr4-636	34	11
chr4-396	46	29
chr4-637	17	16
chr4-544	77	19
chr4-75	29	177
chr4-126	26	105
chr4-408	29.5	28
chr4-348	17	33
chr4-171	30	81
chr4-638	34	16
chr4-792	20.5	12
chr4-285	57	33
chr4-423	31	26
chr4-63	42	201
chr4-457	36	24
chr4-199	19	67
chr4-99	35	141
chr4-204	36	65
chr4-665	33	15
chr4-424	36.5	26
chr4-360	37	37
chr4-849	17	11
chr4-693	59	14
chr4-911	47	10
chr4-850	48	11
chr4-912	29	10
chr4-157	30	89
chr4-397	32	29
chr4-571	33.5	18
chr4-491	33	22
chr4-250	18	50
chr4-476	24	23
chr4-244	30	51
chr4-174	16	79
chr4-97	31	143
chr4-349	33	33
chr4-145	25	85
chr4-592	19	17
chr4-168	36	83
chr4-639	58.5	16
chr4-169	111	80
chr4-217	27	58
chr4-58	18	209
chr4-233	32	55
chr4-86	39.5	164
chr4-37	32	299
chr4-207	53	64
chr4-793	41	12
chr4-182	54.5	74
chr4-516	48	20
chr4-667	39	15
chr4-694	27.5	14
chr4-43	43	268
chr4-179	37.5	76
chr4-286	29	42
chr4-572	34.5	18
chr4-416	42	27
chr4-234	61	55
chr4-398	22	29
chr4-852	16	11
chr4-573	56	18
chr4-331	54	37
chr4-153	32	90
chr4-274	40	46
chr4-25	36	417
chr4-745	27	14
chr4-695	15	14
chr4-269	80	47
chr4-853	80	11
chr4-913	31.5	10
chr4-746	34	13
chr4-227	40.5	56
chr4-593	44	17
chr4-517	32	21
chr4-794	97	12
chr4-914	37	10
chr4-93	25	274
chr4-251	28	48
chr4-220	28	73
chr4-10	20	749
chr4-378	30	46
chr4-180	19.5	64
chr4-124	47	108
chr4-255	56	49
chr4-795	42	12
chr4-17	26	552
chr4-116	42	115
chr4-595	33	17
chr4-915	32	10
chr4-696	59.5	14
chr4-458	37	24
chr4-379	39	30
chr4-380	45	29
chr4-916	40.5	10
chr4-640	35.5	16
chr4-477	22	23
chr4-32	20	370
chr4-332	22	35
chr4-322	87	38
chr4-574	74.5	16
chr4-545	62.5	20
chr4-109	39	121
chr4-796	30.5	12
chr4-575	58	18
chr4-596	23	17
chr4-206	38	64
chr4-597	34	17
chr4-697	33	14
chr4-917	60	10
chr4-71	32	194
chr4-146	31	94
chr4-185	45.5	72
chr4-598	57	17
chr4-747	35	13
chr4-189	24.5	70
chr4-599	58	17
chr4-518	22.5	20
chr4-287	40	43
chr4-918	23.5	10
chr4-919	40	10
chr4-256	19	49
chr4-252	27	50
chr4-546	34	19
chr4-361	36	32
chr4-921	40	10
chr4-797	38	12
chr4-854	20	11
chr4-369	19	31
chr4-425	36.5	26
chr4-70	28	272
chr4-698	22	14
chr4-164	25	85
chr4-492	36.5	22
chr4-294	64	40
chr4-748	33	13
chr4-426	45.5	26
chr4-855	49	11
chr4-641	48.5	16
chr4-798	77	12
chr4-333	35	35
chr4-856	17	13
chr4-600	42	17
chr4-922	48	10
chr4-381	57.5	30
chr4-668	49	15
chr4-750	20	13
chr4-799	15	12
chr4-275	31.5	46
chr4-291	23	41
chr4-221	42	58
chr4-669	69	15
chr4-1445	79	12
chr4-505	58	21
chr4-104	34	133
chr4-800	42.5	12
chr4-4	33	2191
chr4-341	72.5	34
chr4-506	24	21
chr4-478	35	23
chr4-547	34	19
chr4-670	55	15
chr4-857	36	11
chr4-459	37.5	24
chr4-642	25.5	16
chr4-699	28.5	14
chr4-858	17	11
chr4-700	16	14
chr4-13	18	663
chr4-548	20	19
chr4-102	39	135
chr4-436	31	25
chr4-263	28	48
chr4-801	40.5	12
chr4-427	26.5	26
chr4-253	41.5	50
chr4-278	87	45
chr4-859	27	11
chr4-923	25	10
chr4-802	84	12
chr4-751	41	13
chr4-803	17	12
chr4-549	30	19
chr4-76	36	176
chr4-804	18	12
chr4-300	33	39
chr4-307	34	34
chr4-370	44	31
chr4-507	26	21
chr4-183	35	74
chr4-924	25.5	10
chr4-753	24	13
chr4-437	29	25
chr4-550	35	19
chr4-551	70	19
chr4-144	19	95
chr4-371	31	31
chr4-130	19	102
chr4-701	69	14
chr4-519	53.5	20
chr4-175	31	79
chr4-702	33	14
chr4-479	38	23
chr4-493	27	22
chr4-925	31.5	10
chr4-26	35	412
chr4-428	55.5	26
chr4-409	63.5	28
chr4-1134	20.5	14
chr4-480	77	23
chr4-87	25.5	170
chr4-44	45	267
chr4-228	55	58
chr4-15	45	609
chr4-1017	35	12
chr4-279	37	45
chr4-103	35	135
chr4-314	37	37
chr4-805	33	12
chr4-382	36	30
chr4-187	54	71
chr4-520	37.5	20
chr4-860	12	11
chr4-601	59	17
chr4-754	33	13
chr4-111	47	119
chr4-927	20.5	10
chr4-229	37	56
chr4-926	22.5	10
chr4-703	38.5	14
chr4-861	17	11
chr4-602	59	17
chr4-928	21	10
chr4-399	53	29
chr4-671	37	15
chr4-147	53	94
chr4-334	34	35
chr4-14	25	646
chr4-2	63	2988
chr5-719	39	19
chr5-548	41	28
chr5-67	26	266
chr5-28	30	512
chr5-123	42.5	166
chr5-382	37.5	46
chr5-328	30	65
chr5-501	27	32
chr5-1128	31	10
chr5-1129	77.5	10
chr5-827	78	15
chr5-255	30.5	80
chr5-989	33.5	12
chr5-89	33	207
chr5-329	65	59
chr5-828	40	15
chr5-1054	27	11
chr5-431	44	41
chr5-120	17	173
chr5-876	60.5	14
chr5-20	32	611
chr5-1055	27	11
chr5-408	50.5	44
chr5-930	149	13
chr5-51	40	311
chr5-30	59	489
chr5-113	75.5	178
chr5-578	67.5	26
chr5-413	54	43
chr5-230	52	90
chr5-294	25	67
chr5-286	36	70
chr5-22	28	579
chr5-25	32	541
chr5-276	32	73
chr5-829	35	15
chr5-747	35	17
chr5-830	61	24
chr5-1056	36	11
chr5-877	32.5	14
chr5-323	18	61
chr5-1130	48	10
chr5-432	180	41
chr5-796	21	16
chr5-563	31	27
chr5-66	34	269
chr5-39	31	394
chr5-579	24.5	26
chr5-183	29	113
chr5-688	40.5	20
chr5-16	24.5	708
chr5-1057	43	12
chr5-990	48	12
chr5-931	29	13
chr5-748	41	18
chr5-83	24	172
chr5-1058	59	11
chr5-278	20	72
chr5-1131	63	10
chr5-932	17	13
chr5-346	33	55
chr5-689	23	20
chr5-145	30	143
chr5-720	46	19
chr5-1059	33	11
chr5-201	37.5	100
chr5-1060	31	11
chr5-1468	39	13
chr5-115	33	177
chr5-264	34.5	78
chr5-353	55	37
chr5-878	44.5	14
chr5-749	53	18
chr5-347	26	55
chr5-933	44	17
chr5-239	32	88
chr5-1132	25.5	10
chr5-1232	34	13
chr5-879	17	14
chr5-195	19	101
chr5-564	46	27
chr5-359	36	53
chr5-991	34	12
chr5-750	40.5	18
chr5-40	39	370
chr5-992	41.5	16
chr5-452	66.5	38
chr5-671	78	22
chr5-549	37	28
chr5-444	28	39
chr5-831	35	15
chr5-1062	60	11
chr5-880	64	14
chr5-157	37	133
chr5-881	65.5	14
chr5-993	33	12
chr5-1133	19.5	10
chr5-832	47	18
chr5-108	30	183
chr5-565	28	27
chr5-164	19.5	124
chr5-453	23.5	38
chr5-1134	44.5	10
chr5-486	38	34
chr5-342	42	57
chr5-409	60	44
chr5-315	21	61
chr5-93	44.5	204
chr5-721	60	19
chr5-1135	46	10
chr5-1136	18	10
chr5-934	33	13
chr5-1137	34.5	10
chr5-882	33	14
chr5-994	40.5	12
chr5-487	27	34
chr5-610	30.5	24
chr5-166	56	123
chr5-1138	16	10
chr5-622	34	23
chr5-283	51	71
chr5-305	40.5	64
chr5-797	90	16
chr5-995	28	12
chr5-623	48	23
chr5-488	36	34
