transcript	ss_distance_to_3end
chr6-1814__ENST00000422377.5__ENSG00000009413.15__REV3L__REV3L-001__last_exon__in_PolyA_DB	-10237,-10047,-9972,-9811,-9714,-9619,-9514,-9429,-9280,-9160,-8922,-8779,-4617,-3703,-3623,-3497,-3304,-3192,-3076,-2957,-2838,-2696,-2451,-2342,-2135,-2025,-1910,-1772,-1581,-1334,-1124
chr6-243__ENST00000318787.13__ENSG00000111906.17__HDDC2__HDDC2-001__last_exon__in_PolyA_DB	-501,-362
chr6-128__ENST00000479748.5__ENSG00000066651.17__TRMT11__TRMT11-005__last_exon__in_PolyA_DB	-1172,-1072,-907,-825,-693,-572
chr6-1837__ENST00000356799.6__ENSG00000118518.15__RNF146__RNF146-002__last_exon__in_PolyA_DB	-1947
chr6-178__ENST00000337057.7__ENSG00000079819.17__EPB41L2__EPB41L2-001__last_exon__in_PolyA_DB	-1252
chr6-316__ENST00000337057.7__ENSG00000079819.17__EPB41L2__EPB41L2-001__last_exon__in_PolyA_DB	-227
chr6-679__ENST00000483468.5__ENSG00000135597.18__REPS1__REPS1-007__last_exon__in_PolyA_DB	-4964,-1266,-1178,-1076,-984,-865,-800,-614,-518,-369,-263
chr6-613__ENST00000454207.2__ENSG00000280148.1__RP3-468K18.7__RP3-468K18.7-001__after_last_exon	-929,-809,-670,-530,-421,-336
chr6-214__ENST00000454207.2__ENSG00000280148.1__RP3-468K18.7__RP3-468K18.7-001__after_last_exon	-1018,-898,-759,-619,-510,-425
chr6-1405__ENST00000493950.6__ENSG00000118492.16__ADGB__ADGB-007__last_exon	-5883,-5754,-5659,-5484,-5393,-5263,-5076,-5012,-4909,-2897,-2729,-2593,-2455,-2361,-2226,-2072,-1884,-1699,-1499,-1387,-1214,-1037,-934,-712,-615,-431
chr6-285__ENST00000464889.5__ENSG00000120265.16__PCMT1__PCMT1-002__last_exon__in_PolyA_DB	-293
chr6-286__ENST00000464889.5__ENSG00000120265.16__PCMT1__PCMT1-002__last_exon__in_PolyA_DB	-804
chr6-710__ENST00000367321.7__ENSG00000120254.15__MTHFD1L__MTHFD1L-003__last_exon__in_PolyA_DB	-362
chr6-430__ENST00000367113.4__ENSG00000078269.13__SYNJ2__SYNJ2-004__after_last_exon__in_PolyA_DB	-518
chr6-938__ENST00000607742.5__ENSG00000122335.13__SERAC1__SERAC1-005__last_exon__in_PolyA_DB	-4804,-4714,-4582,-4460,-4331,-4217,-4054,-3903,-3761,-2124,-1941,-1797
chr6-770__ENST00000606965.5__ENSG00000122335.13__SERAC1__SERAC1-004__last_exon__in_PolyA_DB	-501
chr6-113__ENST00000275275.9__ENSG00000146453.12__PNLDC1__PNLDC1-001__last_exon__in_PolyA_DB	-1649,-1575,-1535,-1411,-1322,-1221,-1144,-1000,-930,-844,-788,-723,-669,-626,-526,-350,-251
chr6-412__ENST00000421787.5__ENSG00000026297.15__RNASET2__RNASET2-002__last_exon__in_PolyA_DB	-508,-394,-348,-273
chr6-122__ENST00000476287.3__ENSG00000112584.13__FAM120B__FAM120B-001__last_exon__in_PolyA_DB	-316
chr6-1634__ENST00000476287.3__ENSG00000112584.13__FAM120B__FAM120B-001__last_exon__in_PolyA_DB	-2049
chr6-348__ENST00000636632.1__ENSG00000112592.13__TBP__TBP-005__last_exon__in_PolyA_DB	-767,-599,-504
chr6-1479__ENST00000607124.1__ENSG00000124635.8__HIST1H2BJ__HIST1H2BJ-001__after_last_exon__in_PolyA_DB	-832
chr6-1068__ENST00000430655.6__ENSG00000137274.12__BPHL__BPHL-004__last_exon__in_PolyA_DB	-1324,-1220,-1053,-899,-838,-699,-575
chr6-1494__ENST00000442998.6__ENSG00000030110.12__BAK1__BAK1-202__last_exon__in_PolyA_DB	-1356
chr6-167__ENST00000229405.8__ENSG00000065029.14__ZNF76__ZNF76-005__last_exon__in_PolyA_DB	-3588,-2825,-2645,-2397,-2233
chr6-75__ENST00000370336.4__ENSG00000080007.7__DDX43__DDX43-001__last_exon__in_PolyA_DB	-162
chr6-127__ENST00000370336.4__ENSG00000080007.7__DDX43__DDX43-001__last_exon__in_PolyA_DB	-378
chr6-607__ENST00000521485.5__ENSG00000065609.14__SNAP91__SNAP91-002__last_exon__in_PolyA_DB	-1401
chr6-1790__ENST00000506871.5__ENSG00000123552.17__USP45__USP45-002__after_last_exon__in_PolyA_DB	-2314,-2222,-2165,-2021
chr6-1365__ENST00000506871.5__ENSG00000123552.17__USP45__USP45-002__after_last_exon	-913,-821,-764,-620
chr6-1366__ENST00000506871.5__ENSG00000123552.17__USP45__USP45-002__after_last_exon__in_PolyA_DB	-662,-570,-513,-369
chr6-1547__ENST00000506871.5__ENSG00000123552.17__USP45__USP45-002__last_exon__in_PolyA_DB	-513,-421,-364,-220
chr6-1368__ENST00000484049.6__ENSG00000112237.12__CCNC__CCNC-006__last_exon__in_PolyA_DB	-889,-853,-761,-693,-613,-494
chr7-285__ENST00000421980.5__ENSG00000106290.14__TAF6__TAF6-003__last_exon__in_PolyA_DB	-1756,-1636,-1490,-1412,-1310,-1127,-1052,-926,-752,-554
chr7-261__ENST00000473527.5__ENSG00000214253.8__FIS1__FIS1-007__last_exon__in_PolyA_DB	-292
chr7-2110__ENST00000464525.5__ENSG00000168255.19__POLR2J3__POLR2J3-002__last_exon__in_PolyA_DB	-1178,-1016,-805,-728,-607
chr7-1842__ENST00000608621.5__ENSG00000168255.19__POLR2J3__POLR2J3-019__after_last_exon__uncertain	-1620
chr7-168__ENST00000249377.4__ENSG00000128606.12__LRRC17__LRRC17-001__last_exon__in_PolyA_DB	-740
chr7-325__ENST00000249377.4__ENSG00000128606.12__LRRC17__LRRC17-001__after_last_exon__in_PolyA_DB	-827
chr7-1059__ENST00000480514.5__ENSG00000185055.10__EFCAB10__EFCAB10-001__after_last_exon	-442
chr7-35__ENST00000480514.5__ENSG00000185055.10__EFCAB10__EFCAB10-001__after_last_exon__in_PolyA_DB	-324
chr7-391__ENST00000436411.5__ENSG00000105865.10__DUS4L__DUS4L-004__last_exon__in_PolyA_DB	-839,-612
chr7-1030__ENST00000423760.6__ENSG00000106443.15__PHF14__PHF14-002__intron	-33856,-33696,-33584,-33446,-33299,-33028,-32921,-32825,-32721,-32589,-32420,-32369,-32247
chr7-1328__ENST00000494651.6__ENSG00000128512.19__DOCK4__DOCK4-201__intron__uncertain	-242,-169
chr7-424__ENST00000417525.5__ENSG00000106013.14__ANKRD7__ANKRD7-003__last_exon__in_PolyA_DB	-344
chr7-1873__ENST00000484508.5__ENSG00000164675.10__IQUB__IQUB-004__intron__uncertain	-1051
chr7-165__ENST00000627585.2__ENSG00000064419.13__TNPO3__TNPO3-201__last_exon__in_PolyA_DB	-1201
chr7-189__ENST00000446198.5__ENSG00000128567.16__PODXL__PODXL-003__last_exon__in_PolyA_DB	-4616,-4468,-4406,-4238
chr7-1476__ENST00000446198.5__ENSG00000128567.16__PODXL__PODXL-003__last_exon__in_PolyA_DB	-3756,-3608,-3546,-3378
chr7-1898__ENST00000616381.4__ENSG00000182158.14__CREB3L2__CREB3L2-201__intron	-8178,-7993,-7846,-7787
chr7-27__ENST00000441685.5__ENSG00000157703.15__SVOPL__SVOPL-002__last_exon__in_PolyA_DB	-337
chr7-355__ENST00000247866.8__ENSG00000090266.12__NDUFB2__NDUFB2-001__last_exon__in_PolyA_DB	-81
chr7-1356__ENST00000482940.5__ENSG00000196511.13__TPK1__TPK1-004__last_exon__in_PolyA_DB	-2303,-2207,-2085,-1938,-1826,-1720
chr7-541__ENST00000492143.5__ENSG00000106462.10__EZH2__EZH2-003__last_exon__in_PolyA_DB	-2446,-1012,-971,-845,-666,-570,-488,-407,-322
chr7-2211__ENST00000615196.4__ENSG00000171130.17__ATP6V0E2__ATP6V0E2-202__last_exon	-449
chr7-855__ENST00000615196.4__ENSG00000171130.17__ATP6V0E2__ATP6V0E2-202__last_exon__in_PolyA_DB	-1359
chr7-17__ENST00000223271.7__ENSG00000106538.9__RARRES2__RARRES2-001__last_exon__in_PolyA_DB	-111
chr7-708__ENST00000469154.5__ENSG00000082014.16__SMARCD3__SMARCD3-004__last_exon__in_PolyA_DB	-2093,-1970,-1874,-1772,-543,-407,-284,-182
chr7-815__ENST00000468404.5__ENSG00000013374.15__NUB1__NUB1-003__last_exon__in_PolyA_DB	-191
chr7-69__ENST00000457196.5__ENSG00000157212.18__PAXIP1__PAXIP1-006__last_exon__in_PolyA_DB	-3345,-3231,-2595,-1871,-1776,-1680,-1542,-1420,-1235,-1191,-1120,-1017,-848,-747,-612,-536,-475
chr7-1019__ENST00000457196.5__ENSG00000157212.18__PAXIP1__PAXIP1-006__last_exon__in_PolyA_DB	-3210,-3096,-2460,-1736,-1641,-1545,-1407,-1285,-1100,-1056,-985,-882,-713,-612,-477,-401,-340
chr7-817__ENST00000307403.6__ENSG00000184863.10__RBM33__RBM33-009__last_exon	-3460,-3207,-3148,-3015,-1048,-760
chr7-2237__ENST00000434453.1__ENSG00000105983.19__LMBR1__LMBR1-002__after_last_exon__in_PolyA_DB	-2137,-1997
chr7-297__ENST00000432615.5__ENSG00000146918.19__NCAPG2__NCAPG2-005__last_exon__in_PolyA_DB	-2651,-2498,-2401,-2178,-2065,-1891,-1820,-1666,-1492,-1375,-1234,-1039,-851,-710,-606,-505,-405
chr7-401__ENST00000630952.2__ENSG00000136261.14__BZW2__BZW2-203__last_exon__in_PolyA_DB	-1038,-867,-720,-581,-458
chr7-678__ENST00000443687.5__ENSG00000122691.12__TWIST1__TWIST1-002__intron	-28778,-28731
chr7-236__ENST00000242261.5__ENSG00000122691.12__TWIST1__TWIST1-001__last_exon__in_PolyA_DB	-664
chr7-1749__ENST00000429719.5__ENSG00000188732.10__FAM221A__FAM221A-007__last_exon__in_PolyA_DB	-961,-770,-563,-492,-409
chr7-136__ENST00000397011.2__ENSG00000106263.17__EIF3B__EIF3B-001__last_exon__in_PolyA_DB	-467
chr7-532__ENST00000354667.8__ENSG00000122566.20__HNRNPA2B1__HNRNPA2B1-001__last_exon__in_PolyA_DB	-2412
chr7-286__ENST00000354667.8__ENSG00000122566.20__HNRNPA2B1__HNRNPA2B1-001__last_exon__in_PolyA_DB	-2214
chr7-84__ENST00000354667.8__ENSG00000122566.20__HNRNPA2B1__HNRNPA2B1-001__last_exon__in_PolyA_DB	-495
chr7-433__ENST00000345317.6__ENSG00000005020.12__SKAP2__SKAP2-001__last_exon__in_PolyA_DB	-2589
chr7-43__ENST00000454041.1__ENSG00000153814.11__JAZF1__JAZF1-006__after_last_exon__in_PolyA_DB	-6778
chr7-1039__ENST00000454041.1__ENSG00000153814.11__JAZF1__JAZF1-006__after_last_exon	-6639
chr7-2014__ENST00000323037.4__ENSG00000180233.10__ZNRF2__ZNRF2-001__last_exon__in_PolyA_DB	-538
chr7-926__ENST00000323037.4__ENSG00000180233.10__ZNRF2__ZNRF2-001__last_exon__in_PolyA_DB	-1265
chr7-2015__ENST00000323037.4__ENSG00000180233.10__ZNRF2__ZNRF2-001__after_last_exon__in_PolyA_DB	-9764
chr7-239__ENST00000434755.5__ENSG00000106100.10__NOD1__NOD1-002__last_exon__in_PolyA_DB	-1706,-1622,-1538,-1454,-1370,-1286,-1180
chr7-1042__ENST00000434755.5__ENSG00000106100.10__NOD1__NOD1-002__last_exon__in_PolyA_DB	-1065,-981,-897,-813,-729,-645,-539
chr7-1105__ENST00000434755.5__ENSG00000106100.10__NOD1__NOD1-002__last_exon__in_PolyA_DB	-855,-771,-687,-603,-519,-435,-329
chr7-635__ENST00000337750.9__ENSG00000106128.18__GHRHR__GHRHR-004__last_exon__in_PolyA_DB	-744,-674,-582,-452,-410
chr7-470__ENST00000009041.11__ENSG00000010270.13__STARD3NL__STARD3NL-001__last_exon__in_PolyA_DB	-488
chr7-259__ENST00000009041.11__ENSG00000010270.13__STARD3NL__STARD3NL-001__last_exon__in_PolyA_DB	-747
chr7-138__ENST00000603700.1__ENSG00000270617.1__URGCP-MRPS24__URGCP-MRPS24-001__last_exon__in_PolyA_DB	-425
chr7-2030__ENST00000458246.5__ENSG00000122678.15__POLM__POLM-004__last_exon__in_PolyA_DB	-2245,-2128,-2007,-1259,-1175
chr7-95__ENST00000613132.4__ENSG00000146674.14__IGFBP3__IGFBP3-201__last_exon__in_PolyA_DB	-1483
chr7-47__ENST00000445392.5__ENSG00000157927.16__RADIL__RADIL-002__last_exon__in_PolyA_DB	-2081,-2043,-1882,-1769,-1531,-1358,-1207,-998,-655,-515,-375
chr7-1263__ENST00000453700.7__ENSG00000155034.18__FBXL18__FBXL18-201__after_last_exon__in_PolyA_DB	-5222
chr7-1717__ENST00000628813.2__ENSG00000122674.11__CCZ1__CCZ1-201__intron__uncertain	-1612,-1564
chr7-558__ENST00000628813.2__ENSG00000122674.11__CCZ1__CCZ1-201__intron	-360,-312,-228
chr7-456__ENST00000628813.2__ENSG00000122674.11__CCZ1__CCZ1-201__intron	-472,-424,-340
chr7-1718__ENST00000628813.2__ENSG00000122674.11__CCZ1__CCZ1-201__intron__uncertain	-1157,-1109,-1025
chr7-631__ENST00000628813.2__ENSG00000122674.11__CCZ1__CCZ1-201__intron__uncertain	-1042,-994,-910,-734,-652,-590
chr7-1265__ENST00000628813.2__ENSG00000122674.11__CCZ1__CCZ1-201__intron	-789,-741,-657,-481,-399,-337,-225,-191
chr7-5__ENST00000628813.2__ENSG00000122674.11__CCZ1__CCZ1-201__last_exon__in_PolyA_DB	-1346,-1298,-1214,-1038,-956,-894,-782,-748,-630,-471,-343
chr7-1114__ENST00000395375.3__ENSG00000198039.11__ZNF273__ZNF273-007__last_exon__in_PolyA_DB	-3403,-3307
chr7-1568__ENST00000360415.7__ENSG00000241258.6__CRCP__CRCP-002__last_exon	-557,-458,-363,-305
chr7-396__ENST00000360415.7__ENSG00000241258.6__CRCP__CRCP-002__last_exon__in_PolyA_DB	-2613,-2514,-2419,-2361
chr7-1266__ENST00000626257.2__ENSG00000146574.15__CCZ1B__CCZ1B-201__intron	-789,-741,-657,-481,-399,-337,-225,-191
chr7-1170__ENST00000626257.2__ENSG00000146574.15__CCZ1B__CCZ1B-201__intron__uncertain	-1739,-1691,-1607,-1431,-1349,-1287
chr7-695__ENST00000626257.2__ENSG00000146574.15__CCZ1B__CCZ1B-201__intron__uncertain	-1042,-994,-910,-734,-652,-590
chr7-862__ENST00000626257.2__ENSG00000146574.15__CCZ1B__CCZ1B-201__intron	-475,-427,-343
chr7-609__ENST00000626257.2__ENSG00000146574.15__CCZ1B__CCZ1B-201__intron	-360,-312,-228
chr7-310__ENST00000445032.5__ENSG00000077800.11__FKBP6__FKBP6-004__last_exon__in_PolyA_DB	-1166,-963,-843,-648,-538,-445
chr7-32__ENST00000339594.8__ENSG00000009954.10__BAZ1B__BAZ1B-001__last_exon__in_PolyA_DB	-1288
chr7-836__ENST00000339594.8__ENSG00000009954.10__BAZ1B__BAZ1B-001__last_exon__in_PolyA_DB	-402
chr7-774__ENST00000339594.8__ENSG00000009954.10__BAZ1B__BAZ1B-001__last_exon__in_PolyA_DB	-191
chr7-787__ENST00000430711.5__ENSG00000215018.9__COL28A1__COL28A1-005__last_exon__in_PolyA_DB	-220
chr7-905__ENST00000573035.5__ENSG00000263001.5__GTF2I__GTF2I-001__last_exon	-177
chr7-1118__ENST00000573035.5__ENSG00000263001.5__GTF2I__GTF2I-001__last_exon	-569
chr7-407__ENST00000573035.5__ENSG00000263001.5__GTF2I__GTF2I-001__last_exon	-1145
chr7-343__ENST00000447544.6__ENSG00000135218.17__CD36__CD36-015__after_last_exon__in_PolyA_DB	-627
chr7-1086__ENST00000457861.1__ENSG00000164828.17__SUN1__SUN1-033__intron	-439,-289
chr7-989__ENST00000454175.1__ENSG00000196652.11__ZKSCAN5__ZKSCAN5-002__last_exon__in_PolyA_DB	-1575
chr7-306__ENST00000454175.1__ENSG00000196652.11__ZKSCAN5__ZKSCAN5-002__last_exon__in_PolyA_DB	-2352
chr7-1216__ENST00000454175.1__ENSG00000196652.11__ZKSCAN5__ZKSCAN5-002__last_exon__in_PolyA_DB	-2715
chr8-134__ENST00000517806.5__ENSG00000156509.13__FBXO43__FBXO43-003__last_exon__in_PolyA_DB	-2288,-802,-699,-495
chr8-42__ENST00000318607.9__ENSG00000070756.14__PABPC1__PABPC1-001__last_exon__in_PolyA_DB	-444
chr8-691__ENST00000318607.9__ENSG00000070756.14__PABPC1__PABPC1-001__last_exon__in_PolyA_DB	-116
chr8-592__ENST00000311212.8__ENSG00000120963.11__ZNF706__ZNF706-001__last_exon__in_PolyA_DB	-2188
chr8-59__ENST00000520347.5__ENSG00000120963.11__ZNF706__ZNF706-002__last_exon__in_PolyA_DB	-302
chr8-1502__ENST00000522484.5__ENSG00000164930.11__FZD6__FZD6-004__last_exon__in_PolyA_DB	-1526
chr8-1403__ENST00000524061.1__ENSG00000254093.8__PINX1__PINX1-008__after_last_exon__in_PolyA_DB	-681
chr8-213__ENST00000517311.5__ENSG00000120533.12__ENY2__ENY2-002__last_exon__in_PolyA_DB	-180
chr8-2__ENST00000517311.5__ENSG00000120533.12__ENY2__ENY2-002__last_exon__in_PolyA_DB	-260
chr8-388__ENST00000517311.5__ENSG00000120533.12__ENY2__ENY2-002__last_exon__in_PolyA_DB	-481
chr8-146__ENST00000518696.5__ENSG00000172172.7__MRPL13__MRPL13-003__last_exon__in_PolyA_DB	-491,-404,-282
chr8-968__ENST00000529146.6__ENSG00000186523.14__FAM86B1__FAM86B1-015__last_exon	-1885,-1751,-1601
chr8-766__ENST00000431227.7__ENSG00000186523.14__FAM86B1__FAM86B1-005__last_exon	-502,-352
chr8-282__ENST00000314393.5__ENSG00000178764.7__ZHX2__ZHX2-001__last_exon__in_PolyA_DB	-1269
chr8-719__ENST00000297857.3__ENSG00000165156.14__ZHX1__ZHX1-201__last_exon__in_PolyA_DB	-1860
chr8-202__ENST00000297857.3__ENSG00000165156.14__ZHX1__ZHX1-201__last_exon__in_PolyA_DB	-1576
chr8-1529__ENST00000297857.3__ENSG00000165156.14__ZHX1__ZHX1-201__last_exon__in_PolyA_DB	-502
chr8-1201__ENST00000297857.3__ENSG00000165156.14__ZHX1__ZHX1-201__last_exon__in_PolyA_DB	-236
chr8-1356__ENST00000523214.5__ENSG00000147687.17__TATDN1__TATDN1-003__last_exon__in_PolyA_DB	-387,-316,-189
chr8-1780__ENST00000521461.5__ENSG00000131773.13__KHDRBS3__KHDRBS3-009__last_exon__in_PolyA_DB	-350,-291
chr8-1800__ENST00000520584.5__ENSG00000181638.17__ZFP41__ZFP41-002__last_exon__in_PolyA_DB	-704
chr8-844__ENST00000330701.5__ENSG00000181638.17__ZFP41__ZFP41-001__last_exon__in_PolyA_DB	-2926
chr8-279__ENST00000398712.6__ENSG00000179526.16__SHARPIN__SHARPIN-001__last_exon__in_PolyA_DB	-152
chr8-17__ENST00000531975.5__ENSG00000161016.16__RPL8__RPL8-015__last_exon__in_PolyA_DB	-310,-194
chr8-898__ENST00000533965.5__ENSG00000197363.9__ZNF517__ZNF517-011__after_last_exon__in_PolyA_DB	-862
chr8-242__ENST00000324849.8__ENSG00000155975.9__VPS37A__VPS37A-001__last_exon__in_PolyA_DB	-338
chr8-47__ENST00000324849.8__ENSG00000155975.9__VPS37A__VPS37A-001__last_exon__in_PolyA_DB	-573
chr8-1138__ENST00000637244.1__ENSG00000104763.18__ASAH1__ASAH1-049__last_exon__in_PolyA_DB	-1349,-1302,-1211,-1124,-1045,-970,-924,-779,-724,-642,-510,-386,-329
chr8-1150__ENST00000517979.1__ENSG00000147419.16__CCDC25__CCDC25-005__after_last_exon__in_PolyA_DB	-727,-687,-635,-559,-455
chr8-921__ENST00000320203.8__ENSG00000157110.15__RBPMS__RBPMS-002__last_exon__in_PolyA_DB	-432,-226,-122
chr8-1650__ENST00000320203.8__ENSG00000157110.15__RBPMS__RBPMS-002__last_exon__in_PolyA_DB	-670,-464,-360
chr8-1651__ENST00000380154.9__ENSG00000104691.14__UBXN8__UBXN8-001__last_exon__in_PolyA_DB	-1170,-1047,-976,-853,-730,-688,-613
chr8-503__ENST00000380154.9__ENSG00000104691.14__UBXN8__UBXN8-001__last_exon__in_PolyA_DB	-1337,-1214,-1143,-1020,-897,-855,-780
chr8-735__ENST00000521808.5__ENSG00000129691.15__ASH2L__ASH2L-012__after_last_exon__in_PolyA_DB	-340
chr8-1657__ENST00000397166.6__ENSG00000085788.13__DDHD2__DDHD2-001__last_exon__in_PolyA_DB	-215
chr8-925__ENST00000397166.6__ENSG00000085788.13__DDHD2__DDHD2-001__last_exon__in_PolyA_DB	-2165
chr8-1059__ENST00000523268.6__ENSG00000165046.12__LETM2__LETM2-004__other_exon	-252,-114
chr8-424__ENST00000523268.6__ENSG00000165046.12__LETM2__LETM2-004__last_exon__in_PolyA_DB	-1101,-963,-762,-642,-528,-435,-333
chr8-1160__ENST00000523268.6__ENSG00000165046.12__LETM2__LETM2-004__after_last_exon	-3961,-3823,-3622,-3502,-3388,-3295,-3193
chr8-1159__ENST00000341462.8__ENSG00000077782.19__FGFR1__FGFR1-201__last_exon__in_PolyA_DB	-3873,-3670,-3524,-3402,-3291,-3100,-2977,-2906,-2768,-2662
chr8-1455__ENST00000341462.8__ENSG00000077782.19__FGFR1__FGFR1-201__last_exon__in_PolyA_DB	-3782,-3579,-3433,-3311,-3200,-3009,-2886,-2815,-2677,-2571
chr8-253__ENST00000341462.8__ENSG00000077782.19__FGFR1__FGFR1-201__last_exon__in_PolyA_DB	-3402,-3199,-3053,-2931,-2820,-2629,-2506,-2435,-2297,-2191
chr8-275__ENST00000341462.8__ENSG00000077782.19__FGFR1__FGFR1-201__last_exon__in_PolyA_DB	-2286,-2083,-1937,-1815,-1704,-1513,-1390,-1319,-1181,-1075
chr8-1060__ENST00000341462.8__ENSG00000077782.19__FGFR1__FGFR1-201__last_exon__in_PolyA_DB	-2186,-1983,-1837,-1715,-1604,-1413,-1290,-1219,-1081,-975
chr8-776__ENST00000357743.8__ENSG00000147533.16__GOLGA7__GOLGA7-003__last_exon__in_PolyA_DB	-447
chr8-53__ENST00000357743.8__ENSG00000147533.16__GOLGA7__GOLGA7-003__last_exon__in_PolyA_DB	-1397
chr8-385__ENST00000629753.1__ENSG00000104365.13__IKBKB__IKBKB-202__last_exon__in_PolyA_DB	-1061,-913,-785,-694
chr8-870__ENST00000629753.1__ENSG00000104365.13__IKBKB__IKBKB-202__last_exon__in_PolyA_DB	-1363,-1215,-1087,-996
chr8-813__ENST00000629753.1__ENSG00000104365.13__IKBKB__IKBKB-202__last_exon__in_PolyA_DB	-1790,-1642,-1514,-1423
chr8-638__ENST00000629753.1__ENSG00000104365.13__IKBKB__IKBKB-202__last_exon__in_PolyA_DB	-1904,-1756,-1628,-1537
chr8-1459__ENST00000526755.5__ENSG00000168522.12__FNTA__FNTA-002__other_exon__uncertain__in_PolyA_DB	-620,-515,-388
chr8-61__ENST00000526755.5__ENSG00000168522.12__FNTA__FNTA-002__last_exon__in_PolyA_DB	-4319,-4214,-4087,-861,-798,-626
chr8-212__ENST00000517736.5__ENSG00000121022.13__COPS5__COPS5-010__last_exon__in_PolyA_DB	-388,-239
chr8-292__ENST00000396252.6__ENSG00000104320.13__NBN__NBN-002__last_exon__in_PolyA_DB	-4192,-4043,-3883,-3779,-3661,-3467,-3369,-3239,-2966,-2518,-2449,-2293,-2179,-2129
chr8-399__ENST00000396252.6__ENSG00000104320.13__NBN__NBN-002__last_exon__in_PolyA_DB	-2245,-2096,-1936,-1832,-1714,-1520,-1422,-1292,-1019,-571,-502,-346,-232,-182
chr8-1316__ENST00000520148.1__ENSG00000104325.6__DECR1__DECR1-019__last_exon__in_PolyA_DB	-165
chr8-34__ENST00000433389.6__ENSG00000104413.15__ESRP1__ESRP1-001__last_exon__in_PolyA_DB	-519
chr8-21__ENST00000358397.9__ENSG00000104413.15__ESRP1__ESRP1-002__last_exon__in_PolyA_DB	-1542
chr8-1323__ENST00000343161.8__ENSG00000164941.13__INTS8__INTS8-004__intron__uncertain__in_PolyA_DB	-781,-739,-682,-620,-498,-379
chr8-24__ENST00000523821.5__ENSG00000156469.8__MTERF3__MTERF3-001__last_exon__in_PolyA_DB	-265
chr8-88__ENST00000520468.6__ENSG00000164919.10__COX6C__COX6C-001__last_exon__in_PolyA_DB	-117
chr8-883__ENST00000360863.10__ENSG00000132554.19__RGS22__RGS22-001__last_exon__in_PolyA_DB	-135
chr9-892__ENST00000466771.5__ENSG00000106853.17__PTGR1__PTGR1-006__last_exon__in_PolyA_DB	-260
chr9-613__ENST00000468460.1__ENSG00000136883.12__KIF12__KIF12-003__last_exon__in_PolyA_DB	-583,-482,-363
chr9-1294__ENST00000460253.1__ENSG00000148204.11__CRB2__CRB2-002__after_last_exon__in_PolyA_DB	-8677
chr9-89__ENST00000493018.5__ENSG00000136942.14__RPL35__RPL35-003__last_exon__in_PolyA_DB	-185
chr9-778__ENST00000637464.1__ENSG00000136854.18__STXBP1__STXBP1-021__last_exon__in_PolyA_DB	-1820,-1743,-1664,-1560,-1411,-1326,-1195,-1087,-1026,-960,-879,-740,-630,-528,-442,-287
chr9-1473__ENST00000637464.1__ENSG00000136854.18__STXBP1__STXBP1-021__last_exon__in_PolyA_DB	-1951,-1874,-1795,-1691,-1542,-1457,-1326,-1218,-1157,-1091,-1010,-871,-761,-659,-573,-418
chr9-1307__ENST00000637464.1__ENSG00000136854.18__STXBP1__STXBP1-021__last_exon__in_PolyA_DB	-3317,-3240,-3161,-3057,-2908,-2823,-2692,-2584,-2523,-2457,-2376,-2237,-2127,-2025,-1939,-1784
chr9-779__ENST00000637464.1__ENSG00000136854.18__STXBP1__STXBP1-021__last_exon__in_PolyA_DB	-3458,-3381,-3302,-3198,-3049,-2964,-2833,-2725,-2664,-2598,-2517,-2378,-2268,-2166,-2080,-1925
chr9-506__ENST00000372842.5__ENSG00000167123.18__CERCAM__CERCAM-005__last_exon__in_PolyA_DB	-499
chr9-1050__ENST00000493417.5__ENSG00000148358.19__GPR107__GPR107-001__after_last_exon__in_PolyA_DB	-2300,-2262,-2205,-2097,-1963,-1887,-1813,-1695,-1564,-1520,-1470,-1386
chr9-1720__ENST00000372398.5__ENSG00000107130.9__NCS1__NCS1-001__last_exon__in_PolyA_DB	-288
chr9-1487__ENST00000491309.5__ENSG00000130717.12__UCK1__UCK1-003__last_exon	-1055,-1006
chr9-699__ENST00000491309.5__ENSG00000130717.12__UCK1__UCK1-003__last_exon__in_PolyA_DB	-703,-654
chr9-414__ENST00000298532.2__ENSG00000165684.4__SNAPC4__SNAPC4-001__last_exon__in_PolyA_DB	-222
chr9-121__ENST00000464941.5__ENSG00000196642.17__RABL6__RABL6-010__last_exon__in_PolyA_DB	-1097,-925,-866
chr9-1081__ENST00000490638.5__ENSG00000137135.17__ARHGEF39__ARHGEF39-004__after_last_exon	-1320,-446
chr9-934__ENST00000490638.5__ENSG00000137135.17__ARHGEF39__ARHGEF39-004__last_exon__in_PolyA_DB	-1173,-299
chr9-1572__ENST00000464497.5__ENSG00000122705.16__CLTA__CLTA-008__last_exon__in_PolyA_DB	-766,-601
chr9-263__ENST00000276960.7__ENSG00000147912.12__FBXO10__FBXO10-002__last_exon__in_PolyA_DB	-1074,-804,-490
chr9-50__ENST00000540557.1__ENSG00000255872.3__RP11-613M10.9__RP11-613M10.9-001__last_exon__in_PolyA_DB	-1604,-1388,-1216,-1096,-974,-895,-745,-644,-520
chr9-605__ENST00000540557.1__ENSG00000255872.3__RP11-613M10.9__RP11-613M10.9-001__intron__in_PolyA_DB	-30809,-30593,-30421,-30301,-30179
chr9-306__ENST00000377694.1__ENSG00000137142.4__IGFBPL1__IGFBPL1-001__after_last_exon__in_PolyA_DB	-2690
